PROPOSAL_NO,PI_ID,COLLEGE_TEXT,SPONSOR_NAME,PROPOSAL_TYPE_CD,SUBMIT_DT,REQUEST_AMT,PROP_STATUS_CD,AWARD_NO,AWARD_AMT,DECISION_DT,AWARD_START_DT,AWARD_END_DT,EXTRACT_TS
LP-2023-02296,I1057,School of Law and Public Policy,Education Access Foundation,EQP,20230228,140400.00,CLS,LA-2023-02296,112600.00,20230614,20230730,20240729,20260831 235900
LP-2024-02297,I1160,College of Architecture and Design,Northstar Analytics,EQP,20241206,250000.00,DCL,,0.00,20250610,,,20260831 235900
LP-2024-02298,I1007,College of Health Sciences,Internal Strategic Research Fund,RES,20240721,234900.00,DCL,,0.00,20240826,,,20260831 235900
LP-2024-02299,I1037,School of Business,Vertex Mobility Systems,FEL,20241001,207900.00,CLS,LA-2024-02299,192100.00,20241125,20241212,20260605,20260831 235900
LP-2026-02300,I1094,College of Science,Biomedical Discovery Foundation,RES,20260720,59000.00,SUB,,0.00,,,,20260831 235900
LP-2023-02301,I1177,School of Law and Public Policy,Global Health Foundation,INT,20231021,164500.00,DCL,,0.00,20231222,,,20260831 235900
LP-2024-02302,I1001,School of Law and Public Policy,Helix Medical Devices,RES,20241101,98600.00,ACT,LA-2024-02302,88300.00,20250318,20250331,20280330,20260831 235900
LP-2026-02303,I1116,College of Humanities,Global Development Partnership,RES,20260602,200900.00,DCL,,0.00,20260808,,,20260831 235900
LP-2024-02304,I1125,School of Business,Global Health Foundation,RES,20240318,262000.00,CLS,LA-2024-02304,195200.00,20240907,20241102,20261102,20260831 235900
LP-2025-02305,I1118,College of Science,Education Access Foundation,EQP,20251229,275800.00,ACT,LA-2025-02305,225500.00,20260429,20260712,20270712,20260831 235900
LP-2024-02306,I1135,College of Health Sciences,Education Access Foundation,RES,20240621,80100.00,CLS,LA-2024-02306,57000.00,20240910,20241023,20261023,20260831 235900
LP-2023-02307,I1110,College of Science,National Science Foundation,RES,20230930,231300.00,DCL,,0.00,20231226,,,20260831 235900
LP-2026-02308,I1050,College of Engineering,Interdisciplinary Catalyst Fund,RES,20260225,56800.00,ACT,LA-2026-02308,36400.00,20260612,20260729,20270729,20260831 235900
LP-2026-02309,I1032,College of Architecture and Design,Natural Sciences Research Council,INT,20260807,67500.00,WD,,0.00,20260831,,,20260831 235900
LP-2024-02310,I1053,School of Business,Social Innovation Research Council,RES,20240314,310000.00,ACT,LA-2024-02310,200500.00,20240602,20240722,20260722,20260831 235900
LP-2023-02311,I1102,College of Science,Helix Medical Devices,RES,20230330,138200.00,CLS,LA-2023-02311,120200.00,20230518,20230629,20240628,20260831 235900
LP-2023-02312,I1146,College of Engineering,Advanced Technology Agency,RES,20231018,69900.00,CLS,LA-2023-02312,46600.00,20240214,20240414,20270414,20260831 235900
LP-2024-02313,I1113,School of Law and Public Policy,Department of Energy and Climate,RES,20240609,55500.00,ACT,LA-2024-02313,39000.00,20241203,20250118,20260118,20260831 235900
LP-2025-02314,I1099,College of Social Innovation,Apex Biotechnologies,RES,20251209,23800.00,DCL,,0.00,20260503,,,20260831 235900
LP-2023-02315,I1176,College of Architecture and Design,Apex Biotechnologies,INT,20230131,448600.00,DCL,,0.00,20230614,,,20260831 235900
LP-2025-02316,I1034,College of Engineering,Education Access Foundation,RES,20250201,52100.00,DCL,,0.00,20250724,,,20260831 235900
LP-2024-02317,I1087,College of Health Sciences,Faculty Seed Grant Program,RES,20240324,129400.00,CLS,LA-2024-02317,103200.00,20240523,20240716,20260716,20260831 235900
LP-2024-02318,I1059,College of Social Innovation,National Science Foundation,FEL,20240525,673000.00,CLS,LA-2024-02318,434300.00,20240727,20240814,20260205,20260831 235900
LP-2024-02319,I1175,College of Health Sciences,International Research Consortium,FEL,20240330,264500.00,ACT,LA-2024-02319,257200.00,20240623,20240806,20260128,20260831 235900
LP-2025-02320,I1074,College of Engineering,Ontario Research Fund,RES,20251129,110200.00,ACT,LA-2025-02320,83100.00,20260421,20260622,20270622,20260831 235900
LP-2025-02321,I1017,School of Law and Public Policy,National Health Research Council,EQP,20251219,42300.00,ACT,LA-2025-02321,30600.00,20260501,20260620,20290619,20260831 235900
LP-2025-02322,I1102,College of Science,Vertex Mobility Systems,RES,20251002,164800.00,DCL,,0.00,20260216,,,20260831 235900
LP-2023-02323,I1058,College of Engineering,Advanced Technology Agency,FEL,20230124,107400.00,DCL,,0.00,20230716,,,20260831 235900
LP-2023-02324,I1021,School of Business,National Health Research Council,RES,20230528,201500.00,DCL,,0.00,20230712,,,20260831 235900
LP-2024-02325,I1040,College of Architecture and Design,Advanced Technology Agency,RES,20240630,68400.00,DCL,,0.00,20240806,,,20260831 235900
LP-2024-02326,I1117,School of Business,Advanced Technology Agency,INT,20240115,93000.00,DCL,,0.00,20240514,,,20260831 235900
LP-2024-02327,I1175,College of Health Sciences,Global Development Partnership,RES,20240710,66700.00,CLS,LA-2024-02327,52200.00,20240821,20241001,20261001,20260831 235900
LP-2023-02328,I1121,School of Law and Public Policy,Faculty Seed Grant Program,TRN,20230620,244000.00,DCL,,0.00,20230805,,,20260831 235900
LP-2025-02329,I1147,College of Social Innovation,Biomedical Discovery Foundation,EQP,20250423,248800.00,WD,,0.00,20250827,,,20260831 235900
LP-2026-02330,I1013,School of Business,Northstar Analytics,FEL,20260316,255800.00,DCL,,0.00,20260831,,,20260831 235900
LP-2025-02331,I1168,College of Architecture and Design,Community Wellbeing Trust,INT,20251016,128500.00,DCL,,0.00,20251222,,,20260831 235900
LP-2026-02332,I1009,School of Law and Public Policy,Northstar Analytics,RES,20260125,68700.00,AWD,LA-2026-02332,57300.00,20260309,20260327,20270327,20260831 235900
LP-2023-02333,I1135,College of Health Sciences,Natural Sciences Research Council,RES,20231027,95700.00,ACT,LA-2023-02333,71800.00,20240114,20240302,20260302,20260831 235900
LP-2025-02334,I1115,College of Social Innovation,National Health Research Council,RES,20250526,70200.00,AWD,LA-2025-02334,43800.00,20251130,20251222,20270615,20260831 235900
LP-2023-02335,I1052,College of Humanities,Interdisciplinary Catalyst Fund,TRN,20230514,484100.00,DCL,,0.00,20231013,,,20260831 235900
LP-2025-02336,I1021,School of Business,Northstar Analytics,FEL,20250316,152800.00,DCL,,0.00,20250703,,,20260831 235900
LP-2025-02337,I1106,College of Engineering,Internal Strategic Research Fund,EQP,20250517,489100.00,CLS,LA-2025-02337,305300.00,20250825,20251005,20281004,20260831 235900
LP-2024-02338,I1095,College of Health Sciences,International Research Consortium,INT,20240625,93100.00,DCL,,0.00,20241021,,,20260831 235900
LP-2025-02339,I1034,College of Engineering,Faculty Seed Grant Program,RES,20250625,454500.00,CLS,LA-2025-02339,296800.00,20251220,20260124,20280124,20260831 235900
LP-2023-02340,I1134,College of Science,Biomedical Discovery Foundation,RES,20231101,360300.00,DCL,,0.00,20231211,,,20260831 235900
LP-2023-02341,I1125,School of Business,Global Development Partnership,TRN,20230323,44900.00,DCL,,0.00,20230508,,,20260831 235900
LP-2025-02342,I1149,School of Business,Biomedical Discovery Foundation,RES,20250305,194700.00,WD,,0.00,20250703,,,20260831 235900
LP-2024-02343,I1060,College of Humanities,Faculty Seed Grant Program,RES,20240925,217500.00,ACT,LA-2024-02343,204500.00,20241215,20250127,20260721,20260831 235900
LP-2024-02344,I1039,College of Health Sciences,National Health Research Council,RES,20240428,61500.00,DCL,,0.00,20241006,,,20260831 235900
LP-2023-02345,I1094,College of Science,Future Cities Foundation,EQP,20230426,24900.00,DCL,,0.00,20230808,,,20260831 235900
LP-2023-02346,I1071,College of Health Sciences,Department of Public Health,RES,20230425,418900.00,ACT,LA-2023-02346,402100.00,20230728,20230923,20240922,20260831 235900
LP-2025-02347,I1118,College of Science,Civic Data Collaborative,RES,20250517,27900.00,ACT,LA-2025-02347,26600.00,20250809,20250821,20270821,20260831 235900
LP-2023-02348,I1108,College of Humanities,National Science Foundation,RES,20231115,113900.00,DCL,,0.00,20240208,,,20260831 235900
LP-2023-02349,I1080,College of Architecture and Design,Interdisciplinary Catalyst Fund,RES,20230603,231700.00,DCL,,0.00,20230913,,,20260831 235900
LP-2023-02350,I1087,College of Health Sciences,Apex Biotechnologies,TRN,20231231,459400.00,DCL,,0.00,20240207,,,20260831 235900
LP-2026-02351,I1178,College of Engineering,Internal Strategic Research Fund,EQP,20260514,137700.00,REV,,0.00,,,,20260831 235900
LP-2026-02352,I1163,College of Social Innovation,Global Development Partnership,TRN,20260114,120200.00,ACT,LA-2026-02352,80200.00,20260703,20260713,20280104,20260831 235900
LP-2024-02353,I1034,College of Engineering,Community Wellbeing Trust,INT,20240118,200000.00,CLS,LA-2024-02353,159900.00,20240303,20240402,20250924,20260831 235900
LP-2023-02354,I1125,School of Business,Department of Public Health,RES,20231020,126900.00,CLS,LA-2023-02354,83800.00,20231127,20240124,20270123,20260831 235900
LP-2025-02355,I1147,College of Social Innovation,Faculty Seed Grant Program,RES,20250228,163700.00,ACT,LA-2025-02355,139700.00,20250607,20250717,20270717,20260831 235900
LP-2024-02356,I1047,College of Health Sciences,Massachusetts Innovation Fund,RES,20241013,421500.00,DCL,,0.00,20250305,,,20260831 235900
LP-2024-02357,I1085,School of Business,Vertex Mobility Systems,FEL,20241223,88800.00,DCL,,0.00,20250401,,,20260831 235900
LP-2026-02358,I1132,College of Humanities,Future Cities Foundation,FEL,20260122,129000.00,ACT,LA-2026-02358,91400.00,20260506,20260527,20271118,20260831 235900
LP-2026-02359,I1144,College of Architecture and Design,Massachusetts Innovation Fund,EQP,20260624,228000.00,ACT,LA-2026-02359,178500.00,20260831,20261019,20280411,20260831 235900
LP-2023-02360,I1177,School of Law and Public Policy,Future Cities Foundation,TRN,20230803,220500.00,DCL,,0.00,20231111,,,20260831 235900
LP-2024-02361,I1011,College of Social Innovation,Advanced Technology Agency,RES,20240326,39500.00,CLS,LA-2024-02361,25000.00,20240902,20240916,20260310,20260831 235900
LP-2026-02362,I1124,College of Humanities,Ontario Research Fund,TRN,20260216,26900.00,ACT,LA-2026-02362,24900.00,20260622,20260804,20270804,20260831 235900
LP-2023-02363,I1151,College of Health Sciences,Biomedical Discovery Foundation,RES,20231218,242200.00,ACT,LA-2023-02363,162200.00,20240418,20240701,20250701,20260831 235900
LP-2023-02364,I1019,College of Social Innovation,Faculty Seed Grant Program,RES,20230907,99600.00,DCL,,0.00,20240220,,,20260831 235900
LP-2024-02365,I1119,College of Health Sciences,Faculty Seed Grant Program,RES,20240127,240200.00,DCL,,0.00,20240711,,,20260831 235900
LP-2024-02366,I1017,School of Law and Public Policy,Northstar Analytics,EQP,20240325,129200.00,ACT,LA-2024-02366,121600.00,20240610,20240721,20270721,20260831 235900
LP-2024-02367,I1148,College of Humanities,Community Wellbeing Trust,EQP,20241201,143500.00,ACT,LA-2024-02367,102600.00,20250501,20250714,20260714,20260831 235900
LP-2026-02368,I1013,School of Business,Faculty Seed Grant Program,RES,20260504,49700.00,ACT,LA-2026-02368,43100.00,20260619,20260901,20270901,20260831 235900
LP-2026-02369,I1158,College of Science,Community Wellbeing Trust,RES,20260712,125200.00,DCL,,0.00,20260831,,,20260831 235900
LP-2024-02370,I1045,School of Business,Helix Medical Devices,RES,20240202,214900.00,CLS,LA-2024-02370,154300.00,20240327,20240424,20260424,20260831 235900
LP-2023-02371,I1128,College of Architecture and Design,Department of Public Health,FEL,20230607,98100.00,ACT,LA-2023-02371,67500.00,20231109,20231205,20250528,20260831 235900
LP-2024-02372,I1085,School of Business,Future Cities Foundation,TRN,20240131,289400.00,DCL,,0.00,20240427,,,20260831 235900
LP-2024-02373,I1159,College of Health Sciences,Department of Energy and Climate,RES,20240325,36300.00,CLS,LA-2024-02373,26900.00,20240512,20240710,20270710,20260831 235900
LP-2026-02374,I1052,College of Humanities,Global Development Partnership,RES,20260704,78100.00,REV,,0.00,,,,20260831 235900
LP-2024-02375,I1097,School of Law and Public Policy,Vertex Mobility Systems,RES,20240109,31900.00,DCL,,0.00,20240317,,,20260831 235900
LP-2023-02376,I1040,College of Architecture and Design,Department of Public Health,TRN,20230518,53000.00,DCL,,0.00,20230920,,,20260831 235900
LP-2025-02377,I1074,College of Engineering,Faculty Seed Grant Program,EQP,20250703,305200.00,DCL,,0.00,20260105,,,20260831 235900
LP-2025-02378,I1110,College of Science,Helix Medical Devices,RES,20251120,154100.00,ACT,LA-2025-02378,99900.00,20260228,20260311,20290310,20260831 235900
LP-2024-02379,I1167,College of Health Sciences,Natural Sciences Research Council,TRN,20241129,130500.00,DCL,,0.00,20250422,,,20260831 235900
LP-2023-02380,I1060,College of Humanities,National Health Research Council,RES,20231110,420900.00,DCL,,0.00,20240425,,,20260831 235900
LP-2026-02381,I1162,College of Engineering,Ontario Research Fund,RES,20260813,86600.00,WD,,0.00,20260831,,,20260831 235900
LP-2024-02382,I1117,School of Business,Global Development Partnership,RES,20240912,39300.00,DCL,,0.00,20250130,,,20260831 235900
LP-2024-02383,I1058,College of Engineering,Faculty Seed Grant Program,RES,20241126,68500.00,DCL,,0.00,20250603,,,20260831 235900
LP-2023-02384,I1104,College of Architecture and Design,Education Access Foundation,TRN,20230617,37900.00,CLS,LA-2023-02384,33100.00,20231114,20231227,20241226,20260831 235900
LP-2025-02385,I1073,School of Law and Public Policy,Advanced Technology Agency,INT,20251227,125400.00,ACT,LA-2025-02385,113500.00,20260413,20260505,20290504,20260831 235900
LP-2024-02386,I1010,College of Engineering,Department of Public Health,EQP,20240529,151300.00,ACT,LA-2024-02386,144500.00,20240709,20240817,20250817,20260831 235900
LP-2026-02387,I1030,College of Science,Helix Medical Devices,TRN,20260728,159700.00,REV,,0.00,,,,20260831 235900
LP-2026-02388,I1063,College of Health Sciences,Global Development Partnership,TRN,20260801,199500.00,SUB,,0.00,,,,20260831 235900
LP-2023-02389,I1158,College of Science,Future Cities Foundation,RES,20230206,148600.00,DCL,,0.00,20230516,,,20260831 235900
LP-2026-02390,I1098,College of Engineering,Social Innovation Research Council,RES,20260807,67900.00,SUB,,0.00,,,,20260831 235900
LP-2025-02391,I1177,School of Law and Public Policy,National Health Research Council,RES,20251214,59000.00,ACT,LA-2025-02391,41500.00,20260308,20260511,20271102,20260831 235900
LP-2025-02392,I1089,School of Law and Public Policy,Global Health Foundation,RES,20250324,29700.00,DCL,,0.00,20250811,,,20260831 235900
LP-2026-02393,I1103,College of Health Sciences,Natural Sciences Research Council,TRN,20260804,46000.00,REV,,0.00,,,,20260831 235900
LP-2026-02394,I1059,College of Social Innovation,National Science Foundation,RES,20260720,624200.00,REV,,0.00,,,,20260831 235900
LP-2023-02395,I1024,College of Architecture and Design,Internal Strategic Research Fund,INT,20231115,30300.00,CLS,LA-2023-02395,22300.00,20240515,20240527,20260527,20260831 235900
LP-2023-02396,I1027,College of Social Innovation,Department of Energy and Climate,RES,20230430,166900.00,WD,,0.00,20230925,,,20260831 235900
LP-2023-02397,I1141,School of Business,Natural Sciences Research Council,EQP,20230402,128500.00,DCL,,0.00,20230802,,,20260831 235900
LP-2026-02398,I1091,College of Social Innovation,Interdisciplinary Catalyst Fund,RES,20260115,206000.00,DCL,,0.00,20260530,,,20260831 235900
LP-2023-02399,I1093,School of Business,Social Innovation Research Council,FEL,20230123,59800.00,DCL,,0.00,20230228,,,20260831 235900
LP-2025-02400,I1142,College of Science,National Science Foundation,RES,20250419,42900.00,ACT,LA-2025-02400,27700.00,20250913,20251122,20281121,20260831 235900
LP-2025-02401,I1034,College of Engineering,Faculty Seed Grant Program,RES,20250516,70800.00,AWD,LA-2025-02401,59500.00,20251101,20251128,20271128,20260831 235900
LP-2023-02402,I1175,College of Health Sciences,National Health Research Council,TRN,20230223,161300.00,DCL,,0.00,20230417,,,20260831 235900
LP-2023-02403,I1096,College of Architecture and Design,Natural Sciences Research Council,RES,20230308,227900.00,DCL,,0.00,20230620,,,20260831 235900
LP-2025-02404,I1125,School of Business,Global Health Foundation,FEL,20250502,45900.00,AWD,LA-2025-02404,43500.00,20250810,20251005,20281004,20260831 235900
LP-2023-02405,I1104,College of Architecture and Design,Ontario Research Fund,INT,20231225,156200.00,WD,,0.00,20240224,,,20260831 235900
LP-2023-02406,I1065,School of Law and Public Policy,Civic Data Collaborative,INT,20230918,58600.00,CLS,LA-2023-02406,46500.00,20231026,20231206,20250529,20260831 235900
LP-2026-02407,I1180,College of Humanities,International Research Consortium,EQP,20260111,99400.00,DCL,,0.00,20260518,,,20260831 235900
